Time,Hour,consumption,con_states
2016-06-10 02:00:00+00:00,2,0.36,0.25
2016-06-10 03:00:00+00:00,3,4.16,4.25
2016-06-10 04:00:00+00:00,4,6.368,6.25
2016-06-10 05:00:00+00:00,5,2.575999999999999,2.5
2016-06-10 06:00:00+00:00,6,2.344,2.25
2016-06-10 07:00:00+00:00,7,4.760000000000001,4.75
2016-06-10 08:00:00+00:00,8,0.36,0.25
2016-06-10 09:00:00+00:00,9,0.472,0.5
2016-06-10 10:00:00+00:00,10,0.32,0.25
2016-06-10 11:00:00+00:00,11,0.528,0.5
2016-06-10 12:00:00+00:00,12,0.384,0.5
2016-06-10 13:00:00+00:00,13,0.344,0.25
2016-06-10 14:00:00+00:00,14,0.44,0.5
2016-06-10 15:00:00+00:00,15,0.416,0.5
2016-06-10 16:00:00+00:00,16,0.384,0.5
2016-06-10 17:00:00+00:00,17,1.56,1.5
2016-06-10 18:00:00+00:00,18,0.416,0.5
2016-06-10 19:00:00+00:00,19,1.584,1.5
2016-06-10 20:00:00+00:00,20,1.544,1.5
2016-06-10 21:00:00+00:00,21,0.368,0.25
2016-06-10 22:00:00+00:00,22,1.664,1.75
2016-06-10 23:00:00+00:00,23,0.504,0.5
2016-06-11 00:00:00+00:00,0,0.352,0.25
2016-06-11 01:00:00+00:00,1,0.344,0.25
2016-06-11 02:00:00+00:00,2,0.464,0.5
2016-06-11 03:00:00+00:00,3,2.832,2.75
2016-06-11 04:00:00+00:00,4,4.072,4.0
2016-06-11 05:00:00+00:00,5,3.256,3.25
2016-06-11 06:00:00+00:00,6,3.864,3.75
2016-06-11 07:00:00+00:00,7,3.616,3.5
2016-06-11 08:00:00+00:00,8,0.464,0.5
2016-06-11 09:00:00+00:00,9,0.432,0.5
2016-06-11 10:00:00+00:00,10,0.336,0.25
2016-06-11 11:00:00+00:00,11,2.128,2.25
2016-06-11 12:00:00+00:00,12,0.408,0.5
2016-06-11 13:00:00+00:00,13,0.376,0.5
2016-06-11 14:00:00+00:00,14,0.408,0.5
2016-06-11 15:00:00+00:00,15,0.4,0.5
2016-06-11 16:00:00+00:00,16,1.472,1.5
2016-06-11 17:00:00+00:00,17,0.472,0.5
2016-06-11 18:00:00+00:00,18,1.544,1.5
2016-06-11 19:00:00+00:00,19,0.432,0.5
2016-06-11 20:00:00+00:00,20,1.792,1.75
2016-06-11 21:00:00+00:00,21,1.704,1.75
2016-06-11 22:00:00+00:00,22,0.424,0.5
2016-06-11 23:00:00+00:00,23,0.344,0.25
2016-06-12 00:00:00+00:00,0,0.408,0.5
2016-06-12 01:00:00+00:00,1,0.424,0.5
2016-06-12 02:00:00+00:00,2,0.368,0.25
2016-06-12 03:00:00+00:00,3,4.352,4.25
2016-06-12 04:00:00+00:00,4,3.536,3.5
2016-06-12 05:00:00+00:00,5,2.096,2.0
2016-06-12 06:00:00+00:00,6,3.296,3.25
2016-06-12 07:00:00+00:00,7,0.36,0.25
2016-06-12 08:00:00+00:00,8,0.496,0.5
2016-06-12 09:00:00+00:00,9,0.328,0.25
2016-06-12 10:00:00+00:00,10,0.328,0.25
2016-06-12 11:00:00+00:00,11,4.216,4.25
2016-06-12 12:00:00+00:00,12,0.688,0.75
2016-06-12 13:00:00+00:00,13,0.424,0.5
2016-06-12 14:00:00+00:00,14,0.352,0.25
2016-06-12 15:00:00+00:00,15,0.44,0.5
2016-06-12 16:00:00+00:00,16,0.456,0.5
2016-06-12 17:00:00+00:00,17,1.784,1.75
2016-06-12 18:00:00+00:00,18,0.416,0.5
2016-06-12 19:00:00+00:00,19,1.592,1.5
2016-06-12 20:00:00+00:00,20,1.456,1.5
2016-06-12 21:00:00+00:00,21,0.408,0.5
2016-06-12 22:00:00+00:00,22,2.12,2.0
2016-06-12 23:00:00+00:00,23,0.344,0.25
2016-06-13 00:00:00+00:00,0,0.336,0.25
2016-06-13 01:00:00+00:00,1,0.416,0.5
2016-06-13 02:00:00+00:00,2,0.432,0.5
2016-06-13 03:00:00+00:00,3,5.44,5.5
2016-06-13 04:00:00+00:00,4,2.88,3.0
2016-06-13 05:00:00+00:00,5,6.6000000000000005,6.5
2016-06-13 06:00:00+00:00,6,7.768,7.75
2016-06-13 07:00:00+00:00,7,2.544,2.5
2016-06-13 08:00:00+00:00,8,2.128,2.25
2016-06-13 09:00:00+00:00,9,1.832,1.75
2016-06-13 10:00:00+00:00,10,0.4,0.5
2016-06-13 11:00:00+00:00,11,0.328,0.25
2016-06-13 12:00:00+00:00,12,1.92,2.0
2016-06-13 13:00:00+00:00,13,0.376,0.5
2016-06-13 14:00:00+00:00,14,0.408,0.5
2016-06-13 15:00:00+00:00,15,0.336,0.25
2016-06-13 16:00:00+00:00,16,1.528,1.5
2016-06-13 17:00:00+00:00,17,0.4,0.5
2016-06-13 18:00:00+00:00,18,1.184,1.25
2016-06-13 19:00:00+00:00,19,1.768,1.75
2016-06-13 20:00:00+00:00,20,2.088,2.0
2016-06-13 21:00:00+00:00,21,0.424,0.5
2016-06-13 22:00:00+00:00,22,4.288,4.25
2016-06-13 23:00:00+00:00,23,0.336,0.25
2016-06-14 00:00:00+00:00,0,0.416,0.5
2016-06-14 01:00:00+00:00,1,0.408,0.5
2016-06-14 02:00:00+00:00,2,0.368,0.25
2016-06-14 03:00:00+00:00,3,5.312,5.25
2016-06-14 04:00:00+00:00,4,4.072,4.0
2016-06-14 05:00:00+00:00,5,4.904,5.0
2016-06-14 06:00:00+00:00,6,6.376,6.5
2016-06-14 07:00:00+00:00,7,9.52,9.5
2016-06-14 08:00:00+00:00,8,0.376,0.5
2016-06-14 09:00:00+00:00,9,0.408,0.5
2016-06-14 10:00:00+00:00,10,0.312,0.25
2016-06-14 11:00:00+00:00,11,2.048,2.0
2016-06-14 12:00:00+00:00,12,0.496,0.5
2016-06-14 13:00:00+00:00,13,0.368,0.25
2016-06-14 14:00:00+00:00,14,0.328,0.25
2016-06-14 15:00:00+00:00,15,0.368,0.25
2016-06-14 16:00:00+00:00,16,3.2079999999999993,3.25
2016-06-14 17:00:00+00:00,17,3.6879999999999993,3.75
2016-06-14 18:00:00+00:00,18,3.432,3.5
2016-06-14 19:00:00+00:00,19,3.7359999999999993,3.75
2016-06-14 20:00:00+00:00,20,3.6799999999999993,3.75
2016-06-14 21:00:00+00:00,21,0.872,0.75
2016-06-14 22:00:00+00:00,22,3.952,4.0
2016-06-14 23:00:00+00:00,23,0.368,0.25
2016-06-15 00:00:00+00:00,0,0.336,0.25
2016-06-15 01:00:00+00:00,1,0.4,0.5
2016-06-15 02:00:00+00:00,2,0.408,0.5
2016-06-15 03:00:00+00:00,3,3.976,4.0
2016-06-15 04:00:00+00:00,4,4.712000000000001,4.75
2016-06-15 05:00:00+00:00,5,3.224,3.25
2016-06-15 06:00:00+00:00,6,10.856,10.75
2016-06-15 07:00:00+00:00,7,0.424,0.5
2016-06-15 08:00:00+00:00,8,2.84,2.75
2016-06-15 09:00:00+00:00,9,0.568,0.5
2016-06-15 10:00:00+00:00,10,0.352,0.25
2016-06-15 11:00:00+00:00,11,0.416,0.5
2016-06-15 12:00:00+00:00,12,0.416,0.5
2016-06-15 13:00:00+00:00,13,0.432,0.5
2016-06-15 14:00:00+00:00,14,0.472,0.5
2016-06-15 15:00:00+00:00,15,1.72,1.75
2016-06-15 16:00:00+00:00,16,0.368,0.25
2016-06-15 17:00:00+00:00,17,1.64,1.75
2016-06-15 18:00:00+00:00,18,1.856,1.75
2016-06-15 19:00:00+00:00,19,0.384,0.5
2016-06-15 20:00:00+00:00,20,1.68,1.75
2016-06-15 21:00:00+00:00,21,1.544,1.5
2016-06-15 22:00:00+00:00,22,0.4399999999999992,0.5
2016-06-15 23:00:00+00:00,23,0.4399999999999992,0.5
2016-06-16 00:00:00+00:00,0,0.336,0.25
2016-06-16 01:00:00+00:00,1,0.384,0.5
2016-06-16 02:00:00+00:00,2,0.4639999999999992,0.5
2016-06-16 03:00:00+00:00,3,5.5680000000000005,5.5
2016-06-16 04:00:00+00:00,4,4.368,4.25
2016-06-16 05:00:00+00:00,5,6.096,6.0
2016-06-16 06:00:00+00:00,6,7.416,7.5
2016-06-16 07:00:00+00:00,7,0.336,0.25
2016-06-16 08:00:00+00:00,8,6.112,6.0
2016-06-16 09:00:00+00:00,9,2.896,3.0
2016-06-16 10:00:00+00:00,10,0.256,0.25
2016-06-16 11:00:00+00:00,11,0.4559999999999992,0.5
2016-06-16 12:00:00+00:00,12,1.64,1.75
2016-06-16 13:00:00+00:00,13,0.424,0.5
2016-06-16 14:00:00+00:00,14,1.224,1.25
2016-06-16 15:00:00+00:00,15,1.536,1.5
2016-06-16 16:00:00+00:00,16,1.856,1.75
2016-06-16 17:00:00+00:00,17,5.16,5.25
2016-06-16 18:00:00+00:00,18,7.048,7.0
2016-06-16 19:00:00+00:00,19,4.112,4.0
2016-06-16 20:00:00+00:00,20,4.5040000000000004,4.5
2016-06-16 21:00:00+00:00,21,3.607999999999999,3.5
2016-06-16 22:00:00+00:00,22,3.6319999999999992,3.75
2016-06-16 23:00:00+00:00,23,0.36,0.25
2016-06-17 00:00:00+00:00,0,0.352,0.25
2016-06-17 01:00:00+00:00,1,0.408,0.5
2016-06-17 02:00:00+00:00,2,0.424,0.5
2016-06-17 03:00:00+00:00,3,3.776,3.75
2016-06-17 04:00:00+00:00,4,7.688,7.75
2016-06-17 05:00:00+00:00,5,6.432,6.5
2016-06-17 06:00:00+00:00,6,12.12,12.0
2016-06-17 07:00:00+00:00,7,0.472,0.5
2016-06-17 08:00:00+00:00,8,0.408,0.5
2016-06-17 09:00:00+00:00,9,0.408,0.5
2016-06-17 10:00:00+00:00,10,0.488,0.5
2016-06-17 11:00:00+00:00,11,0.368,0.25
2016-06-17 12:00:00+00:00,12,1.584,1.5
2016-06-17 13:00:00+00:00,13,0.472,0.5
2016-06-17 14:00:00+00:00,14,0.312,0.25
2016-06-17 15:00:00+00:00,15,0.424,0.5
2016-06-17 16:00:00+00:00,16,0.336,0.25
2016-06-17 17:00:00+00:00,17,1.936,2.0
2016-06-17 18:00:00+00:00,18,2.016,2.0
2016-06-17 19:00:00+00:00,19,1.632,1.75
2016-06-17 20:00:00+00:00,20,0.352,0.25
2016-06-17 21:00:00+00:00,21,1.856,1.75
2016-06-17 22:00:00+00:00,22,1.688,1.75
2016-06-17 23:00:00+00:00,23,0.4479999999999992,0.5
2016-06-18 00:00:00+00:00,0,0.336,0.25
2016-06-18 01:00:00+00:00,1,0.328,0.25
2016-06-18 02:00:00+00:00,2,2.7359999999999993,2.75
2016-06-18 03:00:00+00:00,3,2.328,2.25
2016-06-18 04:00:00+00:00,4,8.176,8.25
2016-06-18 05:00:00+00:00,5,3.496,3.5
2016-06-18 06:00:00+00:00,6,1.64,1.75
2016-06-18 07:00:00+00:00,7,0.328,0.25
2016-06-18 08:00:00+00:00,8,0.472,0.5
2016-06-18 09:00:00+00:00,9,0.528,0.5
2016-06-18 10:00:00+00:00,10,0.392,0.5
2016-06-18 11:00:00+00:00,11,0.472,0.5
2016-06-18 12:00:00+00:00,12,0.512,0.5
2016-06-18 13:00:00+00:00,13,0.4559999999999992,0.5
2016-06-18 14:00:00+00:00,14,0.464,0.5
2016-06-18 15:00:00+00:00,15,0.392,0.5
2016-06-18 16:00:00+00:00,16,0.552,0.5
2016-06-18 17:00:00+00:00,17,1.84,1.75
2016-06-18 18:00:00+00:00,18,1.8559999999999992,1.75
2016-06-18 19:00:00+00:00,19,1.48,1.5
2016-06-18 20:00:00+00:00,20,1.704,1.75
2016-06-18 21:00:00+00:00,21,1.936,2.0
2016-06-18 22:00:00+00:00,22,1.976,2.0
2016-06-18 23:00:00+00:00,23,0.328,0.25
2016-06-19 00:00:00+00:00,0,0.488,0.5
2016-06-19 01:00:00+00:00,1,0.36,0.25
2016-06-19 02:00:00+00:00,2,0.328,0.25
2016-06-19 03:00:00+00:00,3,3.88,4.0
2016-06-19 04:00:00+00:00,4,4.296,4.25
2016-06-19 05:00:00+00:00,5,6.896,7.0
2016-06-19 06:00:00+00:00,6,1.608,1.5
2016-06-19 07:00:00+00:00,7,2.048,2.0
2016-06-19 08:00:00+00:00,8,0.328,0.25
2016-06-19 09:00:00+00:00,9,0.504,0.5
2016-06-19 10:00:00+00:00,10,2.288,2.25
2016-06-19 11:00:00+00:00,11,1.52,1.5
2016-06-19 12:00:00+00:00,12,1.832,1.75
2016-06-19 13:00:00+00:00,13,6.48,6.5
2016-06-19 14:00:00+00:00,14,10.064,10.0
2016-06-19 15:00:00+00:00,15,6.648,6.75
2016-06-19 16:00:00+00:00,16,4.024,4.0
2016-06-19 17:00:00+00:00,17,6.824,6.75
2016-06-19 18:00:00+00:00,18,5.12,5.0
2016-06-19 19:00:00+00:00,19,6.736000000000001,6.75
2016-06-19 20:00:00+00:00,20,2.599999999999999,2.5
2016-06-19 21:00:00+00:00,21,3.024,3.0
2016-06-19 22:00:00+00:00,22,1.488,1.5
2016-06-19 23:00:00+00:00,23,0.44,0.5
2016-06-20 00:00:00+00:00,0,0.328,0.25
2016-06-20 01:00:00+00:00,1,0.36,0.25
2016-06-20 02:00:00+00:00,2,0.536,0.5
2016-06-20 03:00:00+00:00,3,3.6639999999999993,3.75
2016-06-20 04:00:00+00:00,4,5.464,5.5
2016-06-20 05:00:00+00:00,5,6.152,6.25
2016-06-20 06:00:00+00:00,6,14.264,14.25
2016-06-20 07:00:00+00:00,7,0.584,0.5
2016-06-20 08:00:00+00:00,8,3.6879999999999993,3.75
2016-06-20 09:00:00+00:00,9,0.5519999999999992,0.5
2016-06-20 10:00:00+00:00,10,0.296,0.25
2016-06-20 11:00:00+00:00,11,0.488,0.5
2016-06-20 12:00:00+00:00,12,0.392,0.5
2016-06-20 13:00:00+00:00,13,0.336,0.25
2016-06-20 14:00:00+00:00,14,0.448,0.5
2016-06-20 15:00:00+00:00,15,0.432,0.5
2016-06-20 16:00:00+00:00,16,0.336,0.25
2016-06-20 17:00:00+00:00,17,1.536,1.5
2016-06-20 18:00:00+00:00,18,0.416,0.5
2016-06-20 19:00:00+00:00,19,1.952,2.0
2016-06-20 20:00:00+00:00,20,0.344,0.25
2016-06-20 21:00:00+00:00,21,1.872,1.75
2016-06-20 22:00:00+00:00,22,1.472,1.5
2016-06-20 23:00:00+00:00,23,0.416,0.5
2016-06-21 00:00:00+00:00,0,0.336,0.25
2016-06-21 01:00:00+00:00,1,0.352,0.25
2016-06-21 02:00:00+00:00,2,0.504,0.5
2016-06-21 03:00:00+00:00,3,2.7279999999999993,2.75
2016-06-21 04:00:00+00:00,4,3.607999999999999,3.5
2016-06-21 05:00:00+00:00,5,0.512,0.5
2016-06-21 06:00:00+00:00,6,1.48,1.5
2016-06-21 07:00:00+00:00,7,0.328,0.25
2016-06-21 08:00:00+00:00,8,0.36,0.25
2016-06-21 09:00:00+00:00,9,2.504,2.5
2016-06-21 10:00:00+00:00,10,0.272,0.25
2016-06-21 11:00:00+00:00,11,4.32,4.25
2016-06-21 12:00:00+00:00,12,4.5360000000000005,4.5
2016-06-21 13:00:00+00:00,13,0.408,0.5
2016-06-21 14:00:00+00:00,14,0.344,0.25
2016-06-21 15:00:00+00:00,15,0.368,0.25
2016-06-21 16:00:00+00:00,16,0.424,0.5
2016-06-21 17:00:00+00:00,17,2.968,3.0
2016-06-21 18:00:00+00:00,18,2.816,2.75
2016-06-21 19:00:00+00:00,19,3.512,3.5
2016-06-21 20:00:00+00:00,20,10.392,10.5
2016-06-21 21:00:00+00:00,21,1.16,1.25
2016-06-21 22:00:00+00:00,22,2.304,2.25
2016-06-21 23:00:00+00:00,23,0.448,0.5
2016-06-22 00:00:00+00:00,0,0.392,0.5
2016-06-22 01:00:00+00:00,1,0.432,0.5
2016-06-22 02:00:00+00:00,2,0.352,0.25
2016-06-22 03:00:00+00:00,3,4.632000000000001,4.75
2016-06-22 04:00:00+00:00,4,0.512,0.5
2016-06-22 05:00:00+00:00,5,3.072,3.0
2016-06-22 06:00:00+00:00,6,0.4,0.5
2016-06-22 07:00:00+00:00,7,0.4559999999999992,0.5
2016-06-22 08:00:00+00:00,8,0.376,0.5
2016-06-22 09:00:00+00:00,9,0.488,0.5
2016-06-22 10:00:00+00:00,10,0.296,0.25
2016-06-22 11:00:00+00:00,11,0.504,0.5
2016-06-22 12:00:00+00:00,12,0.344,0.25
2016-06-22 13:00:00+00:00,13,0.336,0.25
2016-06-22 14:00:00+00:00,14,0.4639999999999992,0.5
2016-06-22 15:00:00+00:00,15,0.408,0.5
2016-06-22 16:00:00+00:00,16,0.344,0.25
2016-06-22 17:00:00+00:00,17,0.336,0.25
2016-06-22 18:00:00+00:00,18,0.512,0.5
2016-06-22 19:00:00+00:00,19,0.344,0.25
2016-06-22 20:00:00+00:00,20,0.328,0.25
2016-06-22 21:00:00+00:00,21,0.4639999999999992,0.5
2016-06-22 22:00:00+00:00,22,2.88,3.0
2016-06-22 23:00:00+00:00,23,0.336,0.25
2016-06-23 00:00:00+00:00,0,0.424,0.5
2016-06-23 01:00:00+00:00,1,0.44,0.5
2016-06-23 02:00:00+00:00,2,0.352,0.25
2016-06-23 03:00:00+00:00,3,2.168,2.25
2016-06-23 04:00:00+00:00,4,2.408,2.5
2016-06-23 05:00:00+00:00,5,0.4479999999999992,0.5
2016-06-23 06:00:00+00:00,6,0.328,0.25
2016-06-23 07:00:00+00:00,7,0.336,0.25
2016-06-23 08:00:00+00:00,8,0.496,0.5
2016-06-23 09:00:00+00:00,9,0.376,0.5
2016-06-23 10:00:00+00:00,10,0.328,0.25
2016-06-23 11:00:00+00:00,11,0.36,0.25
2016-06-23 12:00:00+00:00,12,0.48,0.5
2016-06-23 13:00:00+00:00,13,0.36,0.25
2016-06-23 14:00:00+00:00,14,0.336,0.25
2016-06-23 15:00:00+00:00,15,0.384,0.5
2016-06-23 16:00:00+00:00,16,0.408,0.5
2016-06-23 17:00:00+00:00,17,0.416,0.5
2016-06-23 18:00:00+00:00,18,0.344,0.25
2016-06-23 19:00:00+00:00,19,0.424,0.5
2016-06-23 20:00:00+00:00,20,0.408,0.5
2016-06-23 21:00:00+00:00,21,0.328,0.25
2016-06-23 22:00:00+00:00,22,0.4399999999999992,0.5
2016-06-23 23:00:00+00:00,23,0.44,0.5
2016-06-24 00:00:00+00:00,0,0.336,0.25
2016-06-24 01:00:00+00:00,1,0.344,0.25
2016-06-24 02:00:00+00:00,2,0.512,0.5
2016-06-24 03:00:00+00:00,3,4.024,4.0
2016-06-24 04:00:00+00:00,4,0.4479999999999992,0.5
2016-06-24 05:00:00+00:00,5,0.352,0.25
2016-06-24 06:00:00+00:00,6,0.424,0.5
2016-06-24 07:00:00+00:00,7,0.408,0.5
2016-06-24 08:00:00+00:00,8,0.384,0.5
2016-06-24 09:00:00+00:00,9,0.424,0.5
2016-06-24 10:00:00+00:00,10,0.328,0.25
2016-06-24 11:00:00+00:00,11,0.328,0.25
2016-06-24 12:00:00+00:00,12,0.504,0.5
2016-06-24 13:00:00+00:00,13,0.376,0.5
2016-06-24 14:00:00+00:00,14,0.336,0.25
2016-06-24 15:00:00+00:00,15,0.368,0.25
2016-06-24 16:00:00+00:00,16,0.48,0.5
2016-06-24 17:00:00+00:00,17,0.344,0.25
2016-06-24 18:00:00+00:00,18,0.352,0.25
2016-06-24 19:00:00+00:00,19,0.464,0.5
2016-06-24 20:00:00+00:00,20,1.224,1.25
2016-06-24 21:00:00+00:00,21,0.752,0.75
2016-06-24 22:00:00+00:00,22,0.416,0.5
2016-06-24 23:00:00+00:00,23,0.352,0.25
2016-06-25 00:00:00+00:00,0,0.552,0.5
2016-06-25 01:00:00+00:00,1,0.368,0.25
2016-06-25 02:00:00+00:00,2,0.36,0.25
2016-06-25 03:00:00+00:00,3,1.8719999999999992,1.75
2016-06-25 04:00:00+00:00,4,0.424,0.5
2016-06-25 05:00:00+00:00,5,0.368,0.25
2016-06-25 06:00:00+00:00,6,0.432,0.5
2016-06-25 07:00:00+00:00,7,7.8,7.75
2016-06-25 08:00:00+00:00,8,0.9199999999999992,1.0
2016-06-25 09:00:00+00:00,9,0.456,0.5
2016-06-25 10:00:00+00:00,10,0.352,0.25
2016-06-25 11:00:00+00:00,11,0.488,0.5
2016-06-25 12:00:00+00:00,12,0.552,0.5
2016-06-25 13:00:00+00:00,13,0.376,0.5
2016-06-25 14:00:00+00:00,14,0.344,0.25
2016-06-25 15:00:00+00:00,15,0.488,0.5
2016-06-25 16:00:00+00:00,16,1.392,1.5
2016-06-25 17:00:00+00:00,17,3.28,3.25
2016-06-25 18:00:00+00:00,18,1.968,2.0
2016-06-25 19:00:00+00:00,19,0.392,0.5
2016-06-25 20:00:00+00:00,20,0.336,0.25
2016-06-25 21:00:00+00:00,21,1.592,1.5
2016-06-25 22:00:00+00:00,22,3.76,3.75
2016-06-25 23:00:00+00:00,23,0.336,0.25
2016-06-26 00:00:00+00:00,0,0.408,0.5
2016-06-26 01:00:00+00:00,1,0.4639999999999992,0.5
2016-06-26 02:00:00+00:00,2,0.344,0.25
2016-06-26 03:00:00+00:00,3,2.968,3.0
2016-06-26 04:00:00+00:00,4,5.712000000000001,5.75
2016-06-26 05:00:00+00:00,5,0.344,0.25
2016-06-26 06:00:00+00:00,6,3.368,3.25
2016-06-26 07:00:00+00:00,7,4.784000000000001,4.75
2016-06-26 08:00:00+00:00,8,4.800000000000001,4.75
2016-06-26 09:00:00+00:00,9,4.208,4.25
2016-06-26 10:00:00+00:00,10,0.48,0.5
2016-06-26 11:00:00+00:00,11,0.4,0.5
2016-06-26 12:00:00+00:00,12,0.3359999999999992,0.25
2016-06-26 13:00:00+00:00,13,0.4479999999999992,0.5
2016-06-26 14:00:00+00:00,14,0.416,0.5
2016-06-26 15:00:00+00:00,15,0.328,0.25
2016-06-26 16:00:00+00:00,16,1.72,1.75
2016-06-26 17:00:00+00:00,17,3.1599999999999993,3.25
2016-06-26 18:00:00+00:00,18,2.984,3.0
2016-06-26 19:00:00+00:00,19,3.504,3.5
2016-06-26 20:00:00+00:00,20,2.528,2.5
2016-06-26 21:00:00+00:00,21,0.376,0.5
2016-06-26 22:00:00+00:00,22,2.976,3.0
2016-06-26 23:00:00+00:00,23,0.36,0.25
2016-06-27 00:00:00+00:00,0,0.424,0.5
2016-06-27 01:00:00+00:00,1,0.392,0.5
2016-06-27 02:00:00+00:00,2,0.352,0.25
2016-06-27 03:00:00+00:00,3,3.1439999999999992,3.25
2016-06-27 04:00:00+00:00,4,5.336,5.25
2016-06-27 05:00:00+00:00,5,0.576,0.5
2016-06-27 06:00:00+00:00,6,2.016,2.0
2016-06-27 07:00:00+00:00,7,4.752000000000001,4.75
2016-06-27 08:00:00+00:00,8,0.344,0.25
2016-06-27 09:00:00+00:00,9,0.416,0.5
2016-06-27 10:00:00+00:00,10,0.368,0.25
2016-06-27 11:00:00+00:00,11,0.4399999999999992,0.5
2016-06-27 12:00:00+00:00,12,0.336,0.25
2016-06-27 13:00:00+00:00,13,0.416,0.5
2016-06-27 14:00:00+00:00,14,0.408,0.5
2016-06-27 15:00:00+00:00,15,0.368,0.25
2016-06-27 16:00:00+00:00,16,0.336,0.25
2016-06-27 17:00:00+00:00,17,0.36,0.25
2016-06-27 18:00:00+00:00,18,2.984,3.0
2016-06-27 19:00:00+00:00,19,1.712,1.75
2016-06-27 20:00:00+00:00,20,2.567999999999999,2.5
2016-06-27 21:00:00+00:00,21,0.48,0.5
2016-06-27 22:00:00+00:00,22,2.864,2.75
2016-06-27 23:00:00+00:00,23,0.328,0.25
2016-06-28 00:00:00+00:00,0,0.44,0.5
2016-06-28 01:00:00+00:00,1,0.4399999999999992,0.5
2016-06-28 02:00:00+00:00,2,0.344,0.25
2016-06-28 03:00:00+00:00,3,4.704000000000001,4.75
2016-06-28 04:00:00+00:00,4,3.776,3.75
2016-06-28 05:00:00+00:00,5,7.016,7.0
2016-06-28 06:00:00+00:00,6,0.4559999999999992,0.5
2016-06-28 07:00:00+00:00,7,0.368,0.25
2016-06-28 08:00:00+00:00,8,0.432,0.5
2016-06-28 09:00:00+00:00,9,0.44,0.5
2016-06-28 10:00:00+00:00,10,0.28,0.25
2016-06-28 11:00:00+00:00,11,4.392,4.5
2016-06-28 12:00:00+00:00,12,4.5360000000000005,4.5
2016-06-28 13:00:00+00:00,13,0.344,0.25
2016-06-28 14:00:00+00:00,14,0.408,0.5
2016-06-28 15:00:00+00:00,15,0.376,0.5
2016-06-28 16:00:00+00:00,16,0.344,0.25
2016-06-28 17:00:00+00:00,17,0.376,0.5
2016-06-28 18:00:00+00:00,18,0.496,0.5
2016-06-28 19:00:00+00:00,19,2.4,2.5
2016-06-28 20:00:00+00:00,20,0.376,0.5
2016-06-28 21:00:00+00:00,21,2.928,3.0
2016-06-28 22:00:00+00:00,22,0.632,0.75
2016-06-28 23:00:00+00:00,23,0.336,0.25
2016-06-29 00:00:00+00:00,0,0.504,0.5
2016-06-29 01:00:00+00:00,1,0.368,0.25
2016-06-29 02:00:00+00:00,2,0.336,0.25
2016-06-29 03:00:00+00:00,3,3.88,4.0
2016-06-29 04:00:00+00:00,4,0.424,0.5
2016-06-29 05:00:00+00:00,5,1.384,1.5
2016-06-29 06:00:00+00:00,6,0.344,0.25
2016-06-29 07:00:00+00:00,7,0.4559999999999992,0.5
2016-06-29 08:00:00+00:00,8,0.416,0.5
2016-06-29 09:00:00+00:00,9,0.328,0.25
2016-06-29 10:00:00+00:00,10,0.336,0.25
2016-06-29 11:00:00+00:00,11,0.416,0.5
2016-06-29 12:00:00+00:00,12,0.4639999999999992,0.5
2016-06-29 13:00:00+00:00,13,0.336,0.25
2016-06-29 14:00:00+00:00,14,0.368,0.25
2016-06-29 15:00:00+00:00,15,0.496,0.5
2016-06-29 16:00:00+00:00,16,0.344,0.25
2016-06-29 17:00:00+00:00,17,0.336,0.25
2016-06-29 18:00:00+00:00,18,0.408,0.5
2016-06-29 19:00:00+00:00,19,0.472,0.5
2016-06-29 20:00:00+00:00,20,1.288,1.25
2016-06-29 21:00:00+00:00,21,1.576,1.5
2016-06-29 22:00:00+00:00,22,0.424,0.5
2016-06-29 23:00:00+00:00,23,0.416,0.5
2016-06-30 00:00:00+00:00,0,0.344,0.25
2016-06-30 01:00:00+00:00,1,0.384,0.5
2016-06-30 02:00:00+00:00,2,0.496,0.5
2016-06-30 03:00:00+00:00,3,4.5600000000000005,4.5
2016-06-30 04:00:00+00:00,4,2.752,2.75
2016-06-30 05:00:00+00:00,5,0.424,0.5
2016-06-30 06:00:00+00:00,6,0.352,0.25
2016-06-30 07:00:00+00:00,7,2.504,2.5
2016-06-30 08:00:00+00:00,8,0.376,0.5
2016-06-30 09:00:00+00:00,9,0.488,0.5
2016-06-30 10:00:00+00:00,10,0.32,0.25
2016-06-30 11:00:00+00:00,11,0.36,0.25
2016-06-30 12:00:00+00:00,12,0.424,0.5
2016-06-30 13:00:00+00:00,13,0.4559999999999992,0.5
2016-06-30 14:00:00+00:00,14,0.352,0.25
2016-06-30 15:00:00+00:00,15,0.376,0.5
2016-06-30 16:00:00+00:00,16,0.408,0.5
2016-06-30 17:00:00+00:00,17,0.336,0.25
2016-06-30 18:00:00+00:00,18,0.424,0.5
2016-06-30 19:00:00+00:00,19,0.4479999999999992,0.5
2016-06-30 20:00:00+00:00,20,1.28,1.25
2016-06-30 21:00:00+00:00,21,2.824,2.75
2016-06-30 22:00:00+00:00,22,0.424,0.5
2016-06-30 23:00:00+00:00,23,0.416,0.5
2016-07-01 00:00:00+00:00,0,0.36,0.25
2016-07-01 01:00:00+00:00,1,0.368,0.25
2016-07-01 02:00:00+00:00,2,0.488,0.5
2016-07-01 03:00:00+00:00,3,2.192,2.25
2016-07-01 04:00:00+00:00,4,2.112,2.0
